199,1273030512
198,1068822821
344,850852087
345,1107444622
346,1106655222
347,1463084185
340,1410308943
341,1240175057
342,945124503
343,881166735
348,960838631
349,1019266254
606,1380363740
298,1449601583
299,1344209478
296,1298160297
297,1318780816
294,1081369730
295,1107504504
292,1141397091
293,1064526167
290,1426107968
291,1111489076
591,1112415711
590,848677643
593,838209102
592,995420631
595,965150707
594,939511439
597,940707973
596,1140509596
195,976655081
598,1020290857
197,975429317
196,959056253
191,839925587
190,975815220
193,971216343
192,843633972
270,1469297809
271,1107785136
272,1453587766
273,1466945523
274,1074104591
275,1354603612
276,1321812145
277,1464456877
194,848098383
279,838231454
524,1256287844
525,1024929225
526,1433279781
527,1281233440
520,1142787905
521,1370072409
522,1391353302
523,1202235066
599,1333759921
528,1142214974
529,1101612100
449,836909031
448,1444761693
443,1427775332
442,1228072909
441,1066692105
440,835337243
447,832493053
446,1436621144
445,1360005347
444,975088440
108,843302054
109,1153661190
102,957652547
103,1117466766
100,854194062
101,1292402487
106,1217050626
107,1446493174
104,1446673931
105,1092520720
39,832716029
38,1398543369
33,1032990958
32,834828238
31,1273732514
30,973581416
37,981306503
36,847407235
35,1174450063
34,973747552
641,842450363
640,860952068
643,1372518168
642,881526176
645,1053420253
644,944932981
438,1472550945
439,1041112392
649,834424987
648,1188577590
434,888686567
435,891508296
432,1164373845
433,1417930457
430,1138378890
431,1158062727
339,1446663671
338,841656448
335,1232148944
334,1447031803
337,1447176337
336,995826951
331,1323373393
330,948598229
333,1441198446
332,1147971720
6,1108597130
99,954852829
98,1459405276
91,1448805421
90,875594798
93,1304958014
92,848526116
95,1018544606
94,1291871309
97,1460342822
96,1223256622
559,897608790
558,976933920
555,844140993
554,1012752270
557,1285961643
556,842019675
551,843274819
550,944989790
553,1423010774
552,843451172
238,1459366355
239,991860383
234,1213823878
235,1112243835
236,1109968681
237,1102009556
230,1424847082
231,977005218
232,955089733
233,854482023
1,1260759156
614,1005967831
146,1256071168
147,1405201822
144,837455477
619,831922801
142,998154359
143,1149649580
140,1398069394
141,968952988
612,1455641036
613,1208297879
610,1348904741
611,1471522856
616,860573096
617,944893551
148,1059571522
149,1436939123
154,851455595
458,1357916248
459,859210735
133,1416151681
132,1284983725
131,992223124
130,1139235691
137,946411910
136,1405976778
135,844996073
134,1361245443
494,1343201783
495,846384257
139,1066860933
497,940576033
490,851786241
491,940802566
492,898110072
493,954685214
24,849299935
25,859625681
26,1355046684
27,939078941
20,1232054144
21,853839768
22,1131669645
23,1149372334
28,938943751
29,1313925877
407,1010637094
406,1447967236
405,1077000311
404,1026928345
403,850779572
402,1452716136
401,977458613
400,840205193
629,841414172
409,828788331
408,933066886
453,994622221
379,1378180128
378,1443375467
371,1462996670
370,1096829984
373,939043554
372,958004265
375,845491910
374,1038955108
377,1187053793
376,994010262
618,1009555834
393,1058472259
392,1226177031
88,1240414604
390,867074768
397,1268904707
396,836737005
395,953007036
394,1297970733
82,835973440
83,1156206068
80,844860379
81,1307174316
86,848160565
87,858623302
84,1429903539
85,837511027
7,851868010
586,1214231538
587,1137840135
584,1273335426
585,975212278
582,1122168914
583,1430526199
580,1185972920
581,1259725708
588,842298289
589,838157989
245,1011476600
244,1448175578
247,953247688
246,956565572
241,847339742
240,1099113185
243,1095428751
242,956686058
615,1431608716
249,839461825
248,1031528385
519,1468798207
518,945376727
511,829352198
510,952303645
513,843771829
512,1435580433
515,1286360457
514,853920873
517,846449979
516,844687678
623,1225256845
622,1424225067
621,1116476765
620,1455569963
627,1201405388
626,974771634
625,1452847711
624,1203717029
450,1456762839
451,979626563
452,1049201169
628,1385024608
454,1463382540
455,1110395399
456,1432309303
457,1471389895
179,1436670196
178,1437425888
177,907403115
176,1344759610
175,1052861381
174,1109621344
173,876097876
172,843290778
171,950711163
170,1230018209
656,986242751
183,983096674
180,945446765
182,845745161
657,841960743
654,1145391751
655,1470072523
652,1437610210
187,1233861658
184,833525042
185,1006957340
186,1290811894
188,841064167
189,968093796
658,941488998
659,840720602
650,844883836
651,945030724
11,1391657989
10,942766648
13,1331380101
12,967518745
15,1224592807
14,976244277
17,1127471215
16,1148571596
19,855192668
18,856007211
278,984560844
322,974698292
323,1150487570
320,1441824438
321,939406002
326,966009924
327,1225363928
324,1451525834
325,1356316533
328,1147998811
329,867072047
201,1110464533
200,1439699952
203,1226321501
202,1046145255
205,1442283097
204,1096531377
207,1258440146
206,900784253
209,1265780076
208,1408053724
77,1166771190
76,1194384363
75,1149794240
74,942704466
73,1320525104
72,1462091526
71,974659371
70,853954559
79,1182866421
78,1311489626
2,835355780
669,1015829451
668,993613362
667,847271658
666,838921050
665,1003036540
664,1370114942
663,1438408972
662,839022409
661,1190266079
660,1436681416
653,948160311
542,1411889163
543,866931775
540,1168075195
541,976830004
546,1301309659
547,1155454008
544,1438088626
545,938567009
8,1154438018
548,857406657
549,1268782912
120,1151567416
121,833595564
122,832773101
123,994019902
124,1147861847
125,1262560446
126,833286778
127,842322801
128,1049685477
129,965328314
69,1363096080
259,949949072
414,1039390312
415,848984785
416,841447044
417,1112602603
410,1434057965
411,944931457
412,993088803
413,850890671
498,1166906996
418,1133271250
419,1110050069
499,965247773
319,834759580
318,862903079
313,1115314377
312,959936850
311,1047921997
310,1414188048
317,847633489
316,1460823055
315,1046663714
314,1437338269
496,835876375
138,1440379540
3,1298888755
368,966063695
369,847465523
366,1306283157
367,1099203147
364,1444531450
365,1359307829
362,1219709214
363,941514401
360,967345153
361,864051288
380,1159307639
381,1018669281
382,1372371142
383,850062861
384,1163359155
385,836679339
386,1047060898
387,975447524
388,1002649430
389,829492698
252,869101697
605,980181309
579,1325551019
578,1418984608
604,1277532819
573,946616568
572,1436585393
571,1334343070
570,1475785796
577,1112282034
607,1126628943
575,1013718580
574,1233303769
60,1125829041
61,1216286044
62,1453574571
63,1077733915
64,843159768
65,945140512
66,974599652
67,854713297
68,1213967226
601,1270254198
250,1469766159
251,1476526496
256,851862345
257,1364712800
254,845158035
255,1237013409
603,868419153
156,1277429854
508,844376362
509,1013814820
506,865395506
507,862091486
504,904376894
505,1340421795
502,864007742
503,1432366418
500,1230955262
501,1294354479
630,1443808249
631,897771245
632,1264094248
633,848518267
634,1309492348
468,1296196326
636,855227322
637,1266916137
465,1170653205
639,833009558
467,940479619
466,945418342
461,1093384288
460,1072837362
463,1050661208
462,1115312542
168,848874791
169,1234228367
164,1180382003
165,1111778106
166,1064888172
167,954100730
160,974257502
161,837629705
162,852792198
163,1354403182
9,938657923
647,947292749
646,953470178
436,941456645
437,831692208
357,832768780
356,1180505665
355,1138983573
354,846062470
353,1139320035
352,1420521518
351,975636836
350,1011583824
359,1339230531
358,957567427
216,1095792586
217,1108160509
214,973080372
215,860560553
